"","Participant.ID","Completed","Pre.Post","Score","Difference","Provider","Service","Earlier.post.assessments.not.included.in.the.calculation.of.difference.scores"
"303","127835","03/26/2024 18:39:22 (MST)","Post",92.86,11.91,"LSI","ILOM",0
"304","105404","04/01/2024 11:22:58 (MST)","Post",86.67,26.67,"LSI","ISA",1
"305","115787","02/01/2022 05:39:12 (MST)","Pre",50,NA,"USU","ISA",0
"306","121296","09/09/2022 02:11:24 (MST)","Pre",82.22,NA,"LSI","JOBEX",0
"307","116591","09/13/2022 01:41:01 (MST)","Post",40,-3.33,"SUU","ISA",1
"308","124234","03/15/2023 11:00:10 (MST)","Pre",80,NA,"CCC","ISA",0
"309","120204","08/25/2022 02:17:00 (MST)","Pre",76.19,NA,"Turn","ILOM",0
"310","109827","02/08/2023 12:43:00 (MST)","Pre",69.7,NA,"SPA","FL",0
"311","89069","05/16/2022 10:27:56 (MST)","Pre",88.89,NA,"Turn","JS",0
"312","121499","05/30/2023 12:34:50 (MST)","Pre",51.11,NA,"LSI","JOBEX",0
"313","115794","05/01/2022 20:57:00 (MST)","Pre",37.5,NA,"LSI","CSS",0
"314","120420","07/07/2023 07:52:10 (MST)","Pre",30.3,NA,"LSI","FL",0
"315","127278","11/03/2023 14:45:15 (MST)","Pre",33.33,NA,"SPA","WBLE",0
"316","129443","03/19/2024 08:59:01 (MST)","Post",88.89,26.67,"LSI","JOBEX",0
"317","128650","09/18/2023 13:11:30 (MST)","Pre",46.67,NA,"NSSD","JOBEX",0
"318","121395","02/03/2023 20:42:36 (MST)","Post",86.67,22.23,"LSI","JOBEX",0
"319","119885","01/31/2023 18:06:27 (MST)","Post",96.67,66.67,"LSI","ISA",0
"320","130281","02/25/2024 19:45:40 (MST)","Pre",25.93,NA,"LSI","JS",0
"321","101515","09/30/2022 08:22:10 (MST)","Pre",69.7,NA,"LSI","FL",0
"322","123380","07/12/2023 14:35:29 (MST)","Pre",70.83,NA,"Turn","WBLE",0
"323","111975","12/22/2022 08:48:52 (MST)","Post",66.67,35.56,"Turn","JOBEX",0
"324","116400","05/22/2022 21:28:00 (MST)","Post",62.96,7.4,"NSSD","EMP",0
"325","128258","12/08/2023 12:13:57 (MST)","Post",87.88,51.52,"LSI","FL",0
"326","122761","01/30/2023 11:23:28 (MST)","Pre",25.93,NA,"LSI","JS",0
"327","118067","03/23/2022 04:41:46 (MST)","Pre",44.44,NA,"LSI","JS",0
"328","116651","04/22/2022 12:12:54 (MST)","Pre",57.78,NA,"LSI","JOBEX",0
"329","132197","04/23/2024 12:17:13 (MST)","Pre",53.33,NA,"SUU","ISA",0
"330","118310","03/30/2022 20:37:00 (MST)","Pre",54.17,NA,"LSI","CSS",0
"331","120107","06/22/2022 09:01:24 (MST)","Pre",48.15,NA,"LSI","JS",0
"332","116598","03/28/2022 01:54:00 (MST)","Pre",66.67,NA,"LSI","WBLE",0
"333","1082519","04/08/2022 02:41:32 (MST)","Pre",52.38,NA,"SUU","CPSO",0
"334","118954","08/29/2022 09:20:39 (MST)","Post",53.33,10,"LSI","ISA",0
"335","124721","01/19/2024 11:30:07 (MST)","Post",45.83,-20.84,"CCC","CSS",0
"336","128922","10/19/2023 15:15:01 (MST)","Pre",39.39,NA,"LSI","FL",0
"337","120634","09/26/2022 07:43:07 (MST)","Post",56.67,-13.33,"CCC","ISA",0
"338","128510","09/19/2023 13:59:31 (MST)","Pre",70,NA,"LSI","ISA",0
"339","120238","01/11/2023 15:41:21 (MST)","Post",73.81,42.86,"LSI","CPSO",0
"340","120420","09/27/2023 15:12:14 (MST)","Post",93.33,55.55,"LSI","JOBEX",0
"341","133767","05/16/2024 11:35:00 (MST)","Pre",37.04,NA,"LSI","JS",0
"342","116284","02/02/2022 05:46:20 (MST)","Pre",57.14,NA,"LSI","CPSO",0
"343","124762","09/08/2023 13:20:12 (MST)","Post",78.79,18.18,"LSI","FL",0
"344","128125","08/29/2023 14:00:16 (MST)","Pre",62.5,NA,"SPA","CSS",0
"345","120073","07/26/2023 13:06:33 (MST)","Post",50,11.9,"CCC","CPSO",0
"346","129445","03/19/2024 08:44:49 (MST)","Post",70,20,"LSI","ISA",0
"347","128660","10/04/2023 08:13:51 (MST)","Pre",66.67,NA,"NSSD","EMP",0
"348","127282","02/27/2024 15:55:18 (MST)","Post",70.83,8.33,"LSI","WBLE",0
"349","101106","05/22/2022 22:05:00 (MST)","Pre",62.5,NA,"NSSD","CSS",0
"350","123148","01/31/2023 11:15:04 (MST)","Pre",70,NA,"LSI","ISA",0
"351","116650","01/21/2022 03:36:55 (MST)","Pre",53.33,NA,"LSI","JOBEX",0
"352","126906","12/11/2023 11:50:34 (MST)","Pre",72.73,NA,"LSI","FL",0
"353","121129","02/27/2023 08:14:31 (MST)","Pre",62.96,NA,"Turn","JS",0
"354","117825","05/01/2022 20:40:00 (MST)","Pre",66.67,NA,"LSI","CSS",0
"355","128391","09/26/2023 11:38:51 (MST)","Pre",72.73,NA,"CCC","FL",0
"356","118895","05/26/2022 19:36:00 (MST)","Pre",79.17,NA,"LSI","WBLE",0
"357","119360","10/02/2022 10:50:32 (MST)","Pre",66.67,NA,"USU","JOBEX",0
"358","118890","04/28/2022 12:41:02 (MST)","Pre",44.44,NA,"LSI","JS",0
"359","129879","02/29/2024 16:03:02 (MST)","Post",61.9,0,"LSI","CPSO",0
"360","131960","02/20/2024 18:07:29 (MST)","Pre",69.05,NA,"LSI","CPSO",0
"361","126733","06/12/2023 12:47:20 (MST)","Pre",81.48,NA,"Turn","EMP",0
"362","128571","10/10/2023 14:00:38 (MST)","Pre",58.33,NA,"LSI","WBLE",0
"363","122699","03/17/2023 10:29:50 (MST)","Pre",57.58,NA,"LSI","FL",0
"364","119143","04/22/2022 02:09:04 (MST)","Pre",71.11,NA,"LSI","JOBEX",0
"365","119636","09/29/2022 07:47:12 (MST)","Post",83.33,14.29,"PARC","QWEX",0
"366","109912","04/11/2024 14:49:20 (MST)","Pre",93.33,NA,"LSI","ISA",0
"367","109049","10/10/2022 00:59:00 (MST)","Pre",58.33,NA,"USU","CSS",0
"368","121905","09/30/2022 08:01:54 (MST)","Pre",40,NA,"LSI","ISA",0
"369","122763","12/06/2022 04:43:00 (MST)","Pre",48.89,NA,"LSI","JOBEX",0
"370","113932","05/11/2022 11:07:07 (MST)","Post",55.56,20,"LSI","JOBEX",0
"371","92064","04/04/2022 09:11:38 (MST)","Post",83.33,26.66,"SUU","ISA",0
"372","118457","08/10/2022 07:40:10 (MST)","Pre",39.39,NA,"Turn","FL",0
"373","121803","04/05/2024 06:47:54 (MST)","Post",83.33,10,"PARC","ISA",0
"374","124279","06/02/2023 11:12:59 (MST)","Post",62.22,17.78,"LSI","JOBEX",0
"375","109768","03/09/2023 12:33:45 (MST)","Pre",48.89,NA,"SPA","JOBEX",0
"376","121943","10/25/2022 04:26:42 (MST)","Pre",100,NA,"LSI","JS",0
"377","118774","05/24/2022 02:56:40 (MST)","Pre",51.52,NA,"LSI","FL",0
"378","115732","02/01/2022 05:51:54 (MST)","Pre",60,NA,"LSI","ISA",0
"379","124081","02/06/2023 16:37:02 (MST)","Pre",68.89,NA,"LSI","JOBEX",0
"380","118937","09/20/2023 14:18:28 (MST)","Pre",37.78,NA,"SUU","JOBEX",0
"381","121858","01/11/2023 16:09:11 (MST)","Pre",48.48,NA,"LSI","FL",0
"382","122071","06/30/2023 17:59:46 (MST)","Post",96.97,81.82,"LSI","FL",0
"383","120574","07/20/2022 10:48:00 (MST)","Pre",50,NA,"LSI","ISA",0
"384","124723","11/03/2023 12:33:39 (MST)","Post",72.73,12.12,"Turn","FL",0
"385","121558","07/28/2023 14:52:32 (MST)","Pre",75,NA,"CCC","CSS",0
"386","131137","02/12/2024 15:44:58 (MST)","Pre",85.19,NA,"Turn","JS",0
"387","112132","03/01/2022 03:42:54 (MST)","Post",53.33,6.66,"CCC","ISA",0
"388","107215","06/28/2022 00:13:00 (MST)","Post",57.14,0,"CCC","ILOM",0
"389","132800","03/19/2024 13:10:59 (MST)","Pre",84.44,NA,"COP","JOBEX",0
"390","111745","06/08/2022 02:13:35 (MST)","Pre",53.33,NA,"Turn","JOBEX",0
"391","125128","04/19/2023 10:01:41 (MST)","Pre",80,NA,"LSI","JOBEX",0
"392","119519","07/25/2023 14:44:04 (MST)","Pre",88.89,NA,"Turn","JS",0
"393","124378","08/11/2023 18:32:02 (MST)","Pre",71.43,NA,"LSI","ILOM",0
"394","129864","01/25/2024 20:51:32 (MST)","Pre",37.04,NA,"LSI","JS",0
"395","124787","04/17/2024 10:54:27 (MST)","Post",96.97,9.09,"LSI","FL",0
"396","129710","06/03/2024 08:19:36 (MST)","Post",66.67,6.67,"LSI","ISA",0
"397","118067","03/02/2022 07:51:28 (MST)","Pre",51.52,NA,"LSI","FL",0
"398","128923","03/19/2024 09:52:59 (MST)","Pre",30.3,NA,"LSI","FL",0
"399","110772","10/03/2023 15:02:49 (MST)","Pre",88.1,NA,"Turn","ILOM",0
"400","119999","09/30/2022 02:56:24 (MST)","Post",60,0,"LSI","ISA",0
"401","115733","03/08/2022 08:33:31 (MST)","Post",96.3,7.41,"LSI","JS",0
"402","131297","01/21/2024 22:27:44 (MST)","Pre",60,NA,"LSI","ISA",0
"403","125276","09/21/2023 10:30:04 (MST)","Pre",33.33,NA,"LSI","JS",0
"404","128257","03/15/2024 17:43:34 (MST)","Pre",64.29,NA,"LSI","ILOM",0
"405","120420","09/27/2023 15:17:26 (MST)","Post",95.83,50,"LSI","WBLE",0
"406","129189","12/21/2023 14:45:49 (MST)","Pre",88.89,NA,"LSI","JS",0
"407","117973","04/18/2022 03:18:52 (MST)","Pre",60,NA,"NSSD","ISA",0
"408","118918","05/23/2022 03:46:25 (MST)","Post",66.67,-13.33,"LSI","ISA",0
"409","108505","12/06/2022 21:53:00 (MST)","Post",41.67,-20.83,"Turn","WBLE",0
"410","128301","12/07/2023 11:46:04 (MST)","Post",100,6.67,"SUU","ISA",0
"411","119885","07/24/2022 01:45:00 (MST)","Pre",37.04,NA,"LSI","EMP",0
"412","118779","09/26/2022 06:35:00 (MST)","Pre",75,NA,"LSI","WBLE",0
"413","124378","08/04/2023 21:20:01 (MST)","Pre",45.83,NA,"LSI","CSS",0
"414","118304","09/22/2022 09:45:49 (MST)","Post",100,30,"LSI","ISA",0
"415","124404","10/24/2023 19:33:05 (MST)","Post",79.17,41.67,"LSI","CSS",0
"416","131691","02/01/2024 10:51:25 (MST)","Pre",60,NA,"LSI","ISA",0
"417","116469","05/20/2022 03:04:34 (MST)","Pre",43.33,NA,"NSSD","ISA",0
"418","108070","03/15/2022 11:00:00 (MST)","Pre",66.67,NA,"SUU","CSS",0
"419","118441","08/29/2022 05:33:00 (MST)","Pre",41.67,NA,"LSI","CSS",0
"420","123659","04/11/2023 11:09:48 (MST)","Pre",60,NA,"LSI","JOBEX",0
"421","133367","04/30/2024 15:00:04 (MST)","Pre",62.96,NA,"LSI","JS",0
"422","110740","06/05/2023 08:38:55 (MST)","Post",100,15.56,"Turn","JOBEX",0
"423","115596","08/04/2023 10:53:44 (MST)","Post",66.67,8.33,"LSI","QWEX",0
"424","133689","05/06/2024 10:47:46 (MST)","Pre",86.67,NA,"LSI","ISA",0
"425","122605","03/21/2023 11:23:28 (MST)","Post",60,0,"LSI","ISA",1
"426","119843","08/22/2022 05:20:02 (MST)","Pre",33.33,NA,"SPA","CPSO",0
"427","128409","04/15/2024 19:13:47 (MST)","Post",71.43,7.14,"LSI","CPSO",0
"428","134016","05/10/2024 12:37:59 (MST)","Pre",68.89,NA,"MM","JOBEX",0
"429","132659","05/30/2024 14:36:54 (MST)","Pre",91.67,NA,"Turn","CSS",0
"430","120574","09/16/2022 07:47:35 (MST)","Post",66.67,-9.09,"LSI","FL",0
"431","121257","09/09/2022 01:50:03 (MST)","Pre",46.67,NA,"SUU","JOBEX",0
"432","125283","04/18/2023 11:36:13 (MST)","Pre",51.85,NA,"LSI","EMP",0
"433","114096","11/01/2023 12:44:20 (MST)","Post",80,3.33,"NSSD","ISA",0
"434","113513","05/30/2024 11:41:59 (MST)","Post",90.91,60.61,"LSI","FL",0
"435","129773","04/22/2024 08:32:02 (MST)","Pre",40.74,NA,"CASD","JS",0
"436","132660","05/22/2024 11:25:07 (MST)","Post",90,20,"LSI","ISA",0
"437","116181","04/26/2022 07:38:23 (MST)","Pre",70.37,NA,"SPA","JS",0
"438","121433","03/02/2023 14:15:17 (MST)","Pre",63.64,NA,"LSI","FL",0
"439","116652","04/05/2022 08:41:39 (MST)","Pre",63.64,NA,"LSI","FL",0
"440","121267","09/07/2022 05:35:50 (MST)","Pre",57.78,NA,"LSI","JOBEX",0
"441","116472","05/20/2022 03:01:45 (MST)","Post",78.79,9.09,"NSSD","FL",0
"442","120204","10/07/2022 07:51:23 (MST)","Post",51.11,26.67,"Turn","JOBEX",0
"443","110431","02/27/2023 12:36:02 (MST)","Pre",79.17,NA,"SPA","CSS",0
"444","122321","01/31/2023 20:24:19 (MST)","Post",70,3.33,"LSI","ISA",0
"445","101989","04/26/2022 09:11:11 (MST)","Pre",90.48,NA,"Turn","CPSO",0
"446","115596","02/21/2023 15:20:30 (MST)","Pre",63.33,NA,"LSI","ISA",0
"447","132432","03/07/2024 12:26:07 (MST)","Pre",70,NA,"LSI","ISA",0
"448","130464","03/04/2024 14:55:49 (MST)","Pre",64.29,NA,"CCC","CPSO",0
"449","119142","07/14/2022 04:08:11 (MST)","Post",73.33,36.66,"LSI","ISA",0
"450","116303","04/21/2022 20:05:00 (MST)","Pre",66.67,NA,"LSI","EMP",0
"451","122450","11/01/2022 05:24:00 (MST)","Pre",60,NA,"LSI","ISA",0
"452","115544","02/22/2022 03:37:37 (MST)","Post",77.78,48.15,"LSI","JS",0
"453","125145","08/04/2023 08:11:53 (MST)","Pre",70.83,NA,"LSI","WBLE",0
"454","128979","05/14/2024 10:00:40 (MST)","Post",46.67,22.23,"SPA","JOBEX",0
"455","130040","11/25/2023 18:25:15 (MST)","Pre",64.29,NA,"LSI","CPSO",0
"456","126951","02/07/2024 16:18:37 (MST)","Post",70.83,37.5,"LSI","CSS",0
"457","123917","05/01/2023 13:30:30 (MST)","Pre",58.33,NA,"LSI","CSS",0
"458","123185","03/13/2023 16:32:00 (MST)","Post",78.57,16.67,"LSI","CPSO",0
"459","111975","11/10/2022 09:44:04 (MST)","Pre",31.11,NA,"Turn","JOBEX",0
"460","125991","10/30/2023 09:49:10 (MST)","Pre",58.33,NA,"LSI","CSS",0
"461","117986","06/23/2022 04:26:02 (MST)","Post",80,20,"LSI","JOBEX",0
"462","110875","10/25/2022 05:58:49 (MST)","Post",51.11,4.44,"LSI","JOBEX",0
"463","110300","06/09/2022 03:21:00 (MST)","Pre",85.71,NA,"USDB","ILOM",0
"464","115969","12/21/2021 21:51:00 (MST)","Pre",55.56,NA,"LSI","EMP",0
"465","122351","11/04/2022 09:10:15 (MST)","Pre",40,NA,"LSI","ISA",0
"466","129935","11/07/2023 09:48:14 (MST)","Pre",37.5,NA,"SPA","CSS",0
"467","123656","08/14/2023 11:03:00 (MST)","Post",75.56,11.12,"LSI","JOBEX",0
"468","129786","05/10/2024 16:32:04 (MST)","Post",100,20,"LSI","ISA",0
"469","105540","07/22/2022 06:02:01 (MST)","Post",68.89,8.89,"LSI","JOBEX",0
"470","112732","12/11/2022 22:07:00 (MST)","Pre",100,NA,"LSI","CSS",0
"471","123495","05/30/2023 15:35:53 (MST)","Post",81.82,0,"LSI","FL",0
"472","115550","05/12/2022 00:52:00 (MST)","Post",66.67,14.29,"LSI","ILOM",0
"473","121498","05/24/2023 10:43:58 (MST)","Pre",40.74,NA,"LSI","EMP",0
"474","127923","05/20/2024 12:11:03 (MST)","Post",62.22,-8.89,"SPA","JOBEX",0
"475","113513","11/20/2023 15:34:40 (MST)","Pre",73.33,NA,"LSI","ISA",0
"476","121864","02/16/2023 12:58:40 (MST)","Post",70.37,0,"LSI","JS",0
"477","122281","10/21/2022 02:34:33 (MST)","Pre",80,NA,"LSI","ISA",0
"478","121499","05/30/2023 12:44:35 (MST)","Post",71.43,4.76,"LSI","ILOM",0
"479","108352","04/17/2022 23:26:00 (MST)","Pre",44.44,NA,"NSSD","EMP",0
"480","115700","02/02/2022 07:44:21 (MST)","Post",66.67,3.34,"LSI","ISA",0
"481","129446","05/30/2024 11:05:41 (MST)","Post",66.67,0,"LSI","FL",0
"482","109877","03/07/2023 13:08:42 (MST)","Pre",85.71,NA,"SPA","ILOM",0
"483","119885","01/31/2023 17:22:05 (MST)","Post",91.67,16.67,"LSI","CSS",0
"484","120506","07/30/2022 03:44:49 (MST)","Pre",62.22,NA,"LSI","JOBEX",0
"485","117989","04/18/2022 06:02:23 (MST)","Pre",29.63,NA,"LSI","JS",0
"486","112978","04/25/2022 21:08:00 (MST)","Post",87.5,12.5,"LSI","CSS",0
"487","133134","05/07/2024 15:15:44 (MST)","Pre",50,NA,"LSI","CSS",0
"488","115631","08/12/2022 05:22:23 (MST)","Post",75.56,8.89,"LSI","JOBEX",0
"489","108369","04/12/2022 10:58:25 (MST)","Post",64.29,16.67,"LSI","CPSO",0
"490","111624","05/07/2024 13:39:36 (MST)","Pre",78.79,NA,"LSI","FL",0
"491","118105","12/01/2022 03:15:00 (MST)","Post",75,14.29,"LSI","QWEX",1
"492","129935","11/07/2023 09:49:46 (MST)","Pre",44.44,NA,"SPA","EMP",0
"493","121956","04/13/2023 16:25:29 (MST)","Post",79.17,0,"LSI","WBLE",0
"494","124760","02/04/2024 00:42:41 (MST)","Pre",92.59,NA,"LSI","EMP",0
"495","120634","08/02/2022 01:07:17 (MST)","Pre",51.85,NA,"CCC","JS",0
"496","121176","09/14/2022 01:24:44 (MST)","Pre",40,NA,"SUU","ISA",0
"497","118929","02/21/2023 14:09:45 (MST)","Pre",85.19,NA,"Turn","EMP",0
"498","122203","01/19/2023 09:29:09 (MST)","Pre",71.43,NA,"LSI","ILOM",0
"499","131547","04/17/2024 12:21:07 (MST)","Pre",58.33,NA,"LSI","WBLE",0
"500","115737","12/03/2021 01:03:00 (MST)","Pre",54.17,NA,"LSI","CSS",0
