"","Participant.ID","Completed","Pre.Post","Score","Difference","Provider","Service","Earlier.post.assessments.not.included.in.the.calculation.of.difference.scores"
"107","128767","01/05/2024 09:31:20 (MST)","Post",73.33,20,"LSI","JOBEX",0
"108","107957","03/25/2022 05:47:46 (MST)","Pre",100,NA,"SUU","JS",0
"109","116400","05/23/2022 03:29:36 (MST)","Post",39.39,0,"NSSD","FL",0
"110","129185","10/03/2023 08:49:44 (MST)","Pre",70,NA,"LSI","ISA",0
"111","118067","03/23/2022 04:41:07 (MST)","Pre",51.11,NA,"LSI","JOBEX",0
"112","132932","04/17/2024 12:41:55 (MST)","Pre",93.33,NA,"LSI","ISA",0
"113","126718","11/03/2023 15:18:24 (MST)","Post",71.43,45.24,"LSI","ILOM",0
"114","118810","03/30/2022 05:24:18 (MST)","Pre",20,NA,"LSI","ISA",0
"115","132239","04/15/2024 19:35:57 (MST)","Pre",20,NA,"LSI","ISA",0
"116","112132","02/01/2022 06:27:12 (MST)","Pre",46.67,NA,"CCC","ISA",0
"117","120438","03/06/2023 15:58:57 (MST)","Pre",95.24,NA,"Turn","ILOM",0
"118","122894","02/22/2024 10:53:44 (MST)","Post",70,3.33,"CCC","ISA",0
"119","119121","05/05/2022 04:58:26 (MST)","Pre",91.11,NA,"LSI","JOBEX",0
"120","120928","09/29/2022 07:59:00 (MST)","Pre",83.33,NA,"LSI","CSS",0
"121","123489","05/10/2023 14:56:29 (MST)","Post",93.33,13.33,"UVU","ISA",0
"122","133534","05/23/2024 15:42:13 (MST)","Post",59.26,14.82,"LSI","JS",0
"123","95991","03/31/2022 01:12:32 (MST)","Pre",22.22,NA,"CCC","JOBEX",0
"124","11100","10/06/2022 06:40:39 (MST)","Post",30.3,15.15,"HKNC","FL",0
"125","116477","09/21/2023 12:03:44 (MST)","Post",81.82,24.24,"NSSD","FL",0
"126","128923","12/10/2023 20:03:56 (MST)","Post",45.83,-29.17,"LSI","CSS",1
"127","120438","07/17/2023 12:57:07 (MST)","Post",100,6.06,"Turn","FL",0
"128","131370","04/18/2024 09:50:32 (MST)","Post",80,11.11,"COP","JOBEX",0
"129","124379","03/20/2023 15:33:56 (MST)","Pre",40,NA,"LSI","JOBEX",0
"130","125175","10/04/2023 13:23:10 (MST)","Pre",20,NA,"LSI","ISA",0
"131","110862","08/29/2023 13:24:36 (MST)","Post",37.04,37.04,"SPA","JS",0
"132","130173","11/17/2023 10:27:53 (MST)","Pre",70,NA,"LSI","ISA",0
"133","114428","01/21/2022 04:43:18 (MST)","Pre",62.22,NA,"LSI","JOBEX",0
"134","130161","04/23/2024 15:48:28 (MST)","Post",87.88,21.21,"LSI","FL",0
"135","120171","08/11/2022 07:12:53 (MST)","Post",80,0,"LSI","ISA",0
"136","128980","11/03/2023 14:37:53 (MST)","Pre",59.52,NA,"SPA","ILOM",0
"137","119367","07/06/2022 03:48:00 (MST)","Pre",57.14,NA,"LSI","ILOM",0
"138","119466","05/27/2022 02:35:19 (MST)","Pre",22.22,NA,"LSI","JS",0
"139","116587","08/10/2022 07:04:03 (MST)","Post",85.19,25.93,"Turn","JS",0
"140","116477","05/19/2022 23:27:00 (MST)","Post",62.5,25,"NSSD","CSS",1
"141","116361","06/02/2022 00:59:36 (MST)","Pre",73.33,NA,"CCC","ISA",0
"142","121253","10/26/2022 04:13:49 (MST)","Post",86.67,66.67,"LSI","ISA",0
"143","129167","10/13/2023 15:12:26 (MST)","Pre",47.62,NA,"LSI","CPSO",0
"144","121396","11/22/2022 04:49:19 (MST)","Post",78.79,9.09,"LSI","FL",0
"145","128298","04/22/2024 13:36:34 (MST)","Pre",66.67,NA,"SUU","FL",0
"146","110355","04/25/2024 09:54:25 (MST)","Post",84.44,15.55,"COP","JOBEX",0
"147","108369","11/11/2021 23:39:00 (MST)","Pre",41.67,NA,"LSI","WBLE",0
"148","120290","09/30/2022 04:47:48 (MST)","Post",91.11,60,"LSI","JOBEX",0
"149","124885","06/07/2023 09:45:28 (MST)","Pre",53.33,NA,"LSI","ISA",0
"150","113679","05/23/2022 03:58:08 (MST)","Pre",70,NA,"LSI","ISA",0
"151","119130","08/19/2022 04:58:24 (MST)","Post",66.67,19.05,"LSI","CPSO",0
"152","127035","07/28/2023 14:29:11 (MST)","Pre",40.74,NA,"CCC","JS",0
"153","121399","11/23/2022 05:28:03 (MST)","Post",55.56,14.82,"LSI","JS",0
"154","129184","03/07/2024 13:20:52 (MST)","Post",83.33,20,"LSI","ISA",0
"155","127452","04/02/2024 09:45:27 (MST)","Post",66.67,44.45,"LSI","JS",0
"156","123535","02/23/2023 15:35:35 (MST)","Pre",54.76,NA,"LSI","CPSO",0
"157","121076","11/28/2022 05:54:53 (MST)","Post",93.33,2.22,"LSI","JOBEX",0
"158","116307","04/26/2022 04:59:58 (MST)","Post",64.44,8.88,"LSI","JOBEX",0
"159","123148","06/14/2023 22:53:32 (MST)","Post",69.7,15.15,"LSI","FL",0
"160","125379","09/05/2023 14:51:36 (MST)","Pre",54.17,NA,"Turn","CSS",0
"161","123185","08/22/2023 10:49:04 (MST)","Post",81.48,11.11,"USU","JS",0
"162","113844","03/21/2022 00:31:00 (MST)","Pre",96.3,NA,"SUU","EMP",0
"163","119203","07/05/2022 06:34:24 (MST)","Post",40.74,11.11,"LSI","JS",0
"164","116684","05/10/2022 21:53:00 (MST)","Post",70.83,-8.34,"LSI","CSS",0
"165","121262","10/20/2023 20:45:21 (MST)","Post",69.05,47.62,"LSI","ILOM",0
"166","124004","03/21/2024 22:17:28 (MST)","Pre",69.7,NA,"LSI","FL",0
"167","1130110","04/11/2024 13:04:31 (MST)","Pre",100,NA,"COP","WBLE",0
"168","115562","12/01/2021 23:09:00 (MST)","Pre",66.67,NA,"SPA","CSS",0
"169","129872","01/09/2024 09:18:33 (MST)","Pre",95.83,NA,"LSI","CSS",0
"170","126508","06/23/2023 13:10:46 (MST)","Pre",63.64,NA,"RTI","FL",0
"171","120438","07/17/2023 12:57:53 (MST)","Post",100,4.76,"Turn","ILOM",0
"172","124081","06/06/2023 17:47:56 (MST)","Post",35.71,-33.34,"LSI","CPSO",0
"173","117824","06/06/2022 03:03:52 (MST)","Post",66.67,55.56,"LSI","JS",0
"174","125720","05/31/2023 12:15:27 (MST)","Post",90.48,-4.76,"LSI","ILOM",0
"175","123659","05/31/2023 12:31:23 (MST)","Pre",54.17,NA,"LSI","CSS",0
"176","115968","03/06/2022 20:12:00 (MST)","Pre",75,NA,"LSI","CSS",0
"177","119526","05/24/2023 11:42:24 (MST)","Pre",60,NA,"Turn","ISA",0
"178","99361","09/08/2022 09:30:04 (MST)","Pre",57.78,NA,"SUU","JOBEX",0
"179","124378","11/10/2023 17:50:13 (MST)","Post",100,64.29,"LSI","ILOM",0
"180","120592","07/21/2023 10:14:59 (MST)","Post",97.62,14.29,"Turn","CPSO",0
"181","107998","01/03/2023 14:20:29 (MST)","Post",80,33.33,"LSI","ISA",0
"182","129641","05/16/2024 16:24:33 (MST)","Post",70.83,20.83,"LSI","WBLE",0
"183","124563","05/09/2023 12:42:36 (MST)","Pre",93.94,NA,"LSI","FL",0
"184","120857","11/03/2023 12:31:53 (MST)","Pre",88.89,NA,"SPA","JS",0
"185","122866","10/18/2022 06:20:13 (MST)","Pre",64.44,NA,"LSI","JOBEX",0
"186","122763","06/02/2023 18:19:46 (MST)","Post",88.89,74.08,"LSI","JS",1
"187","81452","06/27/2022 05:51:59 (MST)","Pre",56.67,NA,"RTI","ISA",0
"188","109893","05/14/2024 10:36:27 (MST)","Pre",63.64,NA,"SPA","FL",0
"189","128408","11/02/2023 16:28:46 (MST)","Pre",45.24,NA,"LSI","CPSO",0
"190","122765","11/30/2022 05:45:00 (MST)","Pre",11.11,NA,"LSI","EMP",0
"191","118891","10/11/2022 12:33:06 (MST)","Post",92.59,66.66,"LSI","JS",0
"192","121447","04/18/2024 09:59:21 (MST)","Post",66.67,9.09,"LSI","FL",0
"193","121173","09/14/2022 01:40:08 (MST)","Pre",77.78,NA,"SUU","JS",0
"194","125278","05/30/2023 15:26:32 (MST)","Post",66.67,33.34,"LSI","ISA",0
"195","129301","11/02/2023 11:37:40 (MST)","Pre",54.17,NA,"Turn","WBLE",0
"196","104139","08/29/2022 06:02:13 (MST)","Pre",66.67,NA,"Turn","JOBEX",0
"197","115880","04/25/2022 15:00:56 (MST)","Post",77.78,17.78,"LSI","JOBEX",0
"198","128660","11/28/2023 13:16:38 (MST)","Pre",90,NA,"NSSD","ISA",0
"199","107380","07/27/2022 02:40:43 (MST)","Pre",25.93,NA,"LSI","JS",0
"200","122340","06/30/2023 18:31:58 (MST)","Post",92.86,66.67,"LSI","CPSO",0
"201","121293","11/17/2022 22:42:00 (MST)","Post",75,4.17,"LSI","CSS",0
"202","101514","08/07/2022 20:45:00 (MST)","Pre",76.19,NA,"LSI","ILOM",0
"203","121267","12/06/2022 04:13:00 (MST)","Post",77.78,14.29,"LSI","QWEX",0
"204","128556","09/20/2023 19:01:21 (MST)","Pre",43.33,NA,"LSI","ISA",0
"205","123535","05/01/2023 14:04:01 (MST)","Pre",71.43,NA,"LSI","ILOM",0
"206","122076","11/03/2022 16:07:01 (MST)","Pre",33.33,NA,"LSI","JOBEX",0
"207","113624","03/08/2022 03:15:43 (MST)","Post",69.05,23.81,"LSI","CPSO",0
"208","124406","03/23/2023 22:26:25 (MST)","Pre",85.19,NA,"LSI","JS",0
"209","106831","09/01/2022 06:06:35 (MST)","Pre",60.61,NA,"SPA","FL",0
"210","121756","10/18/2022 06:31:37 (MST)","Pre",40,NA,"LSI","ISA",0
"211","118533","03/22/2022 08:24:42 (MST)","Pre",53.33,NA,"USU","ISA",0
"212","101106","06/12/2023 11:30:00 (MST)","Post",42.86,-9.52,"NSSD","CPSO",1
"213","101233","07/04/2022 23:06:00 (MST)","Post",96.3,33.34,"RTI","EMP",0
"214","119193","04/12/2023 11:41:51 (MST)","Pre",83.33,NA,"SUU","CPSO",0
"215","101106","10/04/2023 10:05:52 (MST)","Post",63.33,-20,"NSSD","ISA",1
"216","122111","06/05/2023 10:25:24 (MST)","Pre",52.38,NA,"LSI","CPSO",0
"217","118212","06/06/2022 02:51:31 (MST)","Post",86.67,15.56,"LSI","JOBEX",0
"218","122072","05/19/2023 19:14:26 (MST)","Post",50,-10,"LSI","ISA",0
"219","117988","05/20/2022 05:36:43 (MST)","Post",82.22,-13.34,"NSSD","JOBEX",0
"220","119096","09/09/2022 07:09:43 (MST)","Pre",53.33,NA,"USU","ISA",0
"221","123428","07/03/2023 14:50:22 (MST)","Post",100,14.29,"CCC","ILOM",0
"222","125176","02/08/2024 08:50:48 (MST)","Post",54.17,8.34,"Turn","CSS",0
"223","133367","05/29/2024 12:48:12 (MST)","Pre",75,NA,"LSI","WBLE",0
"224","129452","10/24/2023 14:26:27 (MST)","Pre",76.19,NA,"LSI","CPSO",0
"225","116307","02/21/2022 04:02:07 (MST)","Pre",55.56,NA,"LSI","JOBEX",0
"226","118783","09/29/2022 08:34:00 (MST)","Pre",66.67,NA,"LSI","ILOM",0
"227","120664","09/08/2022 09:40:35 (MST)","Pre",20,NA,"SUU","JOBEX",0
"228","110740","10/24/2022 08:26:37 (MST)","Pre",85.19,NA,"Turn","JS",0
"229","116242","04/22/2022 12:39:59 (MST)","Pre",63.64,NA,"LSI","FL",0
"230","119848","09/07/2022 09:25:52 (MST)","Pre",42.22,NA,"SUU","JOBEX",0
"231","115735","01/04/2022 22:13:00 (MST)","Pre",54.17,NA,"LSI","CSS",0
"232","120177","08/08/2022 11:24:13 (MST)","Pre",18.18,NA,"LSI","FL",0
"233","121669","10/02/2022 11:27:36 (MST)","Pre",90,NA,"USU","ISA",0
"234","129128","12/08/2023 17:25:04 (MST)","Post",70.83,8.33,"LSI","WBLE",0
"235","110119","11/03/2023 14:04:05 (MST)","Pre",56.67,NA,"SPA","ISA",0
"236","118954","08/29/2022 03:28:00 (MST)","Post",66.67,4.17,"LSI","WBLE",0
"237","121872","05/17/2023 13:26:56 (MST)","Post",66.67,7.15,"LSI","CPSO",0
"238","108010","05/05/2022 08:26:47 (MST)","Post",50,-30,"CCC","ISA",0
"239","128906","02/01/2024 13:45:45 (MST)","Pre",50,NA,"LSI","CSS",0
"240","107967","06/23/2022 20:16:00 (MST)","Pre",79.17,NA,"Turn","WBLE",0
"241","127282","08/21/2023 11:12:40 (MST)","Pre",59.52,NA,"LSI","CPSO",0
"242","132210","03/21/2024 08:57:58 (MST)","Pre",66.67,NA,"LSI","EMP",0
"243","126718","11/03/2023 15:13:38 (MST)","Post",48.89,-4.44,"LSI","JOBEX",0
"244","111885","10/06/2022 03:12:00 (MST)","Pre",66.67,NA,"USU","ILOM",0
"245","87736","05/23/2022 00:04:00 (MST)","Pre",100,NA,"NSSD","CSS",0
"246","125637","06/12/2023 21:25:58 (MST)","Post",96.3,37.04,"LSI","JS",0
"247","126937","07/07/2023 16:53:36 (MST)","Pre",33.33,NA,"LSI","ISA",0
"248","128444","02/28/2024 14:23:38 (MST)","Pre",64.29,NA,"LSI","CPSO",0
"249","122665","03/23/2023 13:34:36 (MST)","Pre",62.5,NA,"LSI","CSS",0
"250","121606","12/23/2022 01:55:00 (MST)","Post",83.33,33.33,"LSI","ISA",0
"251","120177","06/28/2022 06:43:13 (MST)","Pre",37.78,NA,"LSI","JOBEX",0
"252","128409","04/12/2024 13:58:01 (MST)","Pre",93.33,NA,"LSI","JOBEX",0
"253","122283","06/15/2023 11:41:30 (MST)","Post",92.59,40.74,"LSI","EMP",0
"254","116182","09/14/2022 09:44:51 (MST)","Post",100,57.14,"Turn","CPSO",0
"255","127637","07/28/2023 14:09:16 (MST)","Pre",73.33,NA,"LSI","ISA",0
"256","123608","05/30/2023 12:07:19 (MST)","Post",70,16.67,"LSI","ISA",0
"257","115737","02/21/2022 04:07:08 (MST)","Post",62.22,0,"LSI","JOBEX",1
"258","116180","03/15/2022 05:38:59 (MST)","Post",77.78,18.52,"SPA","JS",0
"259","133926","05/10/2024 15:51:25 (MST)","Pre",18.52,NA,"LSI","JS",0
"260","113655","11/11/2021 03:48:42 (MST)","Pre",54.76,NA,"SUU","CPSO",0
"261","128510","04/01/2024 10:09:08 (MST)","Post",51.11,2.22,"LSI","JOBEX",0
"262","118533","11/21/2022 07:15:27 (MST)","Post",73.33,73.33,"USU","ISA",0
"263","124760","02/04/2024 00:42:00 (MST)","Post",95.83,20.83,"LSI","CSS",0
"264","100526","02/02/2024 11:57:35 (MST)","Post",93.33,22.22,"COP","JOBEX",0
"265","118457","08/10/2022 07:11:04 (MST)","Pre",26.19,NA,"Turn","CPSO",0
"266","124761","05/17/2023 14:53:46 (MST)","Pre",76.67,NA,"LSI","ISA",0
"267","128930","03/13/2024 13:02:33 (MST)","Post",93.94,57.58,"LSI","FL",0
"268","133367","05/15/2024 12:56:19 (MST)","Pre",75.56,NA,"LSI","JOBEX",0
"269","121118","08/30/2022 03:56:00 (MST)","Pre",83.33,NA,"SPA","CSS",0
"270","120296","08/19/2022 04:33:58 (MST)","Post",90.91,48.49,"LSI","FL",0
"271","115939","04/28/2022 09:12:05 (MST)","Post",60,13.33,"LSI","ISA",0
"272","124538","07/12/2023 09:19:01 (MST)","Post",76.67,23.34,"LSI","ISA",0
"273","112146","11/20/2023 15:02:32 (MST)","Pre",51.85,NA,"CCC","EMP",0
"274","130254","11/22/2023 08:56:22 (MST)","Pre",83.33,NA,"LSI","ISA",0
"275","121609","10/05/2022 07:06:44 (MST)","Pre",46.67,NA,"LSI","JOBEX",0
"276","117785","05/26/2022 05:42:02 (MST)","Post",70.37,14.81,"LSI","JS",0
"277","125612","08/22/2023 10:58:39 (MST)","Post",62.96,18.52,"USU","JS",0
"278","124787","09/05/2023 15:25:58 (MST)","Pre",100,NA,"LSI","ILOM",0
"279","132230","04/23/2024 13:08:11 (MST)","Post",87.88,42.43,"LSI","FL",0
"280","122995","12/08/2022 03:00:00 (MST)","Pre",53.33,NA,"LSI","ISA",0
"281","129440","11/28/2023 12:55:14 (MST)","Pre",0,NA,"NSSD","FL",0
"282","129726","01/04/2024 13:23:46 (MST)","Pre",7.41,NA,"LSI","JS",0
"283","121960","04/04/2023 10:00:16 (MST)","Pre",45.24,NA,"LSI","CPSO",0
"284","108352","06/12/2023 12:10:01 (MST)","Post",51.85,7.41,"NSSD","EMP",0
"285","123380","10/02/2023 15:35:53 (MST)","Post",100,55.56,"Turn","EMP",0
"286","130188","02/01/2024 13:43:43 (MST)","Pre",40.48,NA,"LSI","CPSO",0
"287","123913","02/05/2023 20:21:06 (MST)","Pre",33.33,NA,"LSI","ISA",0
"288","101120","08/31/2022 04:54:00 (MST)","Post",95.83,50,"LSI","CSS",0
"289","115796","02/14/2022 06:01:02 (MST)","Pre",63.64,NA,"LSI","FL",0
"290","121607","10/18/2022 05:46:12 (MST)","Pre",60.61,NA,"LSI","FL",0
"291","120402","09/29/2022 22:21:00 (MST)","Post",66.67,40.74,"LSI","EMP",0
"292","124537","04/21/2023 10:25:58 (MST)","Pre",41.67,NA,"LSI","CSS",0
"293","123535","05/31/2023 19:50:54 (MST)","Pre",51.85,NA,"LSI","EMP",0
"294","111745","05/23/2022 00:06:00 (MST)","Pre",66.67,NA,"Turn","ILOM",0
"295","118784","09/26/2022 21:28:00 (MST)","Pre",87.5,NA,"LSI","WBLE",0
"296","121467","04/06/2023 14:37:10 (MST)","Post",73.33,24.44,"SUU","JOBEX",0
"297","129435","01/10/2024 14:37:30 (MST)","Post",66.67,14.29,"LSI","CPSO",0
"298","116488","02/10/2022 07:18:15 (MST)","Pre",60,NA,"NSSD","ISA",0
"299","114369","03/17/2022 08:20:33 (MST)","Pre",59.52,NA,"Turn","CPSO",0
"300","116613","02/14/2022 03:25:17 (MST)","Pre",73.33,NA,"NSSD","JOBEX",0
"301","118721","09/17/2022 02:27:00 (MST)","Post",100,33.33,"LSI","EMP",0
"302","122445","11/02/2022 02:49:30 (MST)","Pre",30,NA,"LSI","ISA",0
